,gt_ms,x_gt,y_gt,x_pre,y_pre,x_filtered,y_filtered
0,0.0,-3.0310399532318115,-0.6694319248199463,-2.848053216934204,-0.8136385679244995,-2.8144188,-0.815151
1,33.0,-3.0310399532318115,-0.6694319248199463,-2.8432843685150146,-0.8142163753509521,-2.8172052,-0.8150608
2,67.0,-3.0310399532318115,-0.6694319248199463,-2.660120725631714,-0.9297745823860168,-2.802427,-0.825848
3,100.0,-3.0310399532318115,-0.6694319248199463,-2.594162940979004,-0.9067425727844238,-2.782827,-0.83345187
4,133.0,-3.0310399532318115,-0.6694319248199463,-2.763711929321289,-0.8892255425453186,-2.7809823,-0.8388365
5,167.0,-3.0310399532318115,-0.6694319248199463,-2.62080454826355,-0.9248252511024475,-2.765916,-0.8469191
6,200.0,-3.0310399532318115,-0.6694319248199463,-2.7916178703308105,-0.8412473797798157,-2.7683318,-0.84638625
7,233.0,-3.0310399532318115,-0.6694319248199463,-2.6508638858795166,-0.9334183931350708,-2.7569854,-0.854791
8,267.0,-3.0310399532318115,-0.6694319248199463,-2.5820236206054688,-0.9066531658172607,-2.7405276,-0.85966414
9,300.0,-3.0310399532318115,-0.6694319248199463,-2.7567789554595947,-0.8405698537826538,-2.742055,-0.85786986
10,333.0,-3.0310399532318115,-0.6694319248199463,-2.672372579574585,-0.8608757853507996,-2.7353277,-0.85815996
11,367.0,-3.0310399532318115,-0.6694319248199463,-2.5837979316711426,-0.9114127159118652,-2.7210774,-0.86316407
12,400.0,-3.0310399532318115,-0.6694319248199463,-2.5879786014556885,-0.9586753845214844,-2.7085633,-0.8721427
13,433.0,-3.0310399532318115,-0.6694319248199463,-2.5135176181793213,-1.0212855339050293,-2.6897128,-0.8865533
14,467.0,-3.0310399532318115,-0.6694319248199463,-2.706259250640869,-0.934772253036499,-2.691268,-0.8910836
15,500.0,-3.0310399532318115,-0.6694319248199463,-2.6162071228027344,-1.0281479358673096,-2.6842146,-0.90397197
16,533.0,-3.0310399532318115,-0.6694319248199463,-2.681828498840332,-0.9567153453826904,-2.6839843,-0.909063
17,567.0,-3.0310399532318115,-0.6694319248199463,-2.522796154022217,-0.9593368172645569,-2.6688247,-0.91378623
18,600.0,-3.0310399532318115,-0.6694319248199463,-2.648308753967285,-1.0232592821121216,-2.666897,-0.9240772
19,633.0,-3.0310399532318115,-0.6694319248199463,-2.570647716522217,-0.9811586141586304,-2.657603,-0.9295871
20,667.0,-3.0310399532318115,-0.6694319248199463,-2.435528039932251,-1.048061490058899,-2.6367059,-0.94072497
21,700.0,-3.0310399532318115,-0.6694319248199463,-2.352113723754883,-1.0934644937515259,-2.6099129,-0.95508826
22,733.0,-3.0310399532318115,-0.6694319248199463,-2.678504467010498,-0.8930792808532715,-2.6165402,-0.9490982
23,767.0,-3.0310399532318115,-0.6694319248199463,-2.637019157409668,-0.9368507862091064,-2.618465,-0.9479473
24,800.0,-3.0310399532318115,-0.6694319248199463,-2.7052879333496094,-0.845241129398346,-2.6266298,-0.9382882
25,833.0,-3.0310399532318115,-0.6694319248199463,-2.6944591999053955,-0.9498258829116821,-2.6331813,-0.9394017
26,867.0,-3.0310399532318115,-0.6694319248199463,-2.6079447269439697,-0.9877727031707764,-2.6308103,-0.943947
27,900.0,-3.0310399532318115,-0.6694319248199463,-2.7153632640838623,-0.9291483759880066,-2.6387599,-0.94255656
28,933.0,-3.0310399532318115,-0.6694319248199463,-2.5226473808288574,-1.0494482517242432,-2.6275427,-0.9528817
29,967.0,-3.0310399532318115,-0.6694319248199463,-2.47774600982666,-1.0696667432785034,-2.6134534,-0.96386224
30,1000.0,-3.0310399532318115,-0.6694319248199463,-2.4717650413513184,-1.077219009399414,-2.6001291,-0.97451943
31,1033.0,-3.0310399532318115,-0.6694319248199463,-2.7232840061187744,-0.9138495922088623,-2.6120312,-0.9686597
32,1067.0,-3.0310399532318115,-0.6694319248199463,-2.622847080230713,-1.0186567306518555,-2.6130476,-0.97335756
33,1100.0,-3.0310399532318115,-0.6694319248199463,-2.6338295936584473,-1.0022249221801758,-2.6150002,-0.97606945
34,1133.0,-3.0310399532318115,-0.6694319248199463,-2.5743813514709473,-1.007256269454956,-2.6110792,-0.97907954
35,1167.0,-3.0310399532318115,-0.6694319248199463,-2.6978113651275635,-0.8852062225341797,-2.6192336,-0.97025245
36,1200.0,-3.0310399532318115,-0.6694319248199463,-2.7501349449157715,-0.9008309841156006,-2.631545,-0.9637267
37,1233.0,-3.0310399532318115,-0.6694319248199463,-2.74082612991333,-0.8632470965385437,-2.6421013,-0.9540206
38,1267.0,-3.0310399532318115,-0.6694319248199463,-2.6711795330047607,-0.9487407803535461,-2.644833,-0.95352465
39,1300.0,-3.0310399532318115,-0.6694319248199463,-2.6846096515655518,-0.9327908754348755,-2.6485705,-0.95157677
40,1333.0,-3.0310399532318115,-0.6694319248199463,-2.7430174350738525,-0.8880066871643066,-2.657692,-0.9454386
41,1367.0,-3.0310399532318115,-0.6694319248199463,-2.8055906295776367,-0.9718081951141357,-2.6716015,-0.94791657
42,1400.0,-3.0310399532318115,-0.6694319248199463,-2.7357687950134277,-1.065726637840271,-2.677631,-0.95899606
43,1433.0,-3.0310399532318115,-0.6694319248199463,-2.77959942817688,-0.9718315601348877,-2.687478,-0.9602349
44,1467.0,-3.0310399532318115,-0.6694319248199463,-2.628835678100586,-0.928257942199707,-2.6819649,-0.9572301
45,1500.0,-3.0310399532318115,-0.6694319248199463,-2.721193790435791,-0.9467763900756836,-2.6856503,-0.956248
46,1533.0,-3.0310399532318115,-0.6694319248199463,-2.680281162261963,-0.9591571688652039,-2.685132,-0.9565288
47,1567.0,-3.0310399532318115,-0.6694319248199463,-2.761350393295288,-0.8687369227409363,-2.6922956,-0.94827527
48,1600.0,-3.0310399532318115,-0.6694319248199463,-2.693190097808838,-0.8984229564666748,-2.6923795,-0.9435905
49,1633.0,-3.0310399532318115,-0.6694319248199463,-2.822862148284912,-0.825702965259552,-2.7049851,-0.9322021
50,1667.0,-3.0310399532318115,-0.6694319248199463,-2.7224230766296387,-0.8766481876373291,-2.7066233,-0.9269818
51,1700.0,-3.0310399532318115,-0.6694319248199463,-2.728651523590088,-0.8870716691017151,-2.7086926,-0.92323214
52,1733.0,-3.0310399532318115,-0.6694319248199463,-2.6278626918792725,-0.9179593920707703,-2.7008848,-0.9227232
53,1767.0,-3.0310399532318115,-0.6694319248199463,-2.678340435028076,-0.9237297773361206,-2.6987665,-0.9228177
54,1800.0,-3.0310399532318115,-0.6694319248199463,-2.3364033699035645,-1.1043469905853271,-2.6646101,-0.93990076
55,1833.0,-3.0310399532318115,-0.6694319248199463,-2.7353787422180176,-0.8669106364250183,-2.6714458,-0.93285173
56,1867.0,-3.0310399532318115,-0.6694319248199463,-2.570570945739746,-0.9897997975349426,-2.6619623,-0.9382041
57,1900.0,-3.0310399532318115,-0.6694319248199463,-2.5703020095825195,-0.9818680286407471,-2.6533463,-0.94230723
58,1933.0,-3.0310399532318115,-0.6694319248199463,-2.7077279090881348,-0.9312788248062134,-2.6585982,-0.94124275
59,1967.0,-3.0310399532318115,-0.6694319248199463,-2.7460145950317383,-0.9600422382354736,-2.6668174,-0.9430089
60,2000.0,-3.0310399532318115,-0.6694319248199463,-2.7643024921417236,-0.8538235425949097,-2.6759834,-0.93462396
61,2033.0,-3.0310399532318115,-0.6694319248199463,-2.6119585037231445,-0.9103900194168091,-2.6698008,-0.9322848
62,2067.0,-3.0310399532318115,-0.6694319248199463,-2.802095890045166,-0.8548837900161743,-2.6822436,-0.9250092
63,2100.0,-3.0310399532318115,-0.6694319248199463,-2.9073376655578613,-0.8928442001342773,-2.703431,-0.9219872
64,2133.0,-3.0310399532318115,-0.6694319248199463,-2.73832106590271,-0.8389012217521667,-2.7067983,-0.9139635
65,2167.0,-3.0310399532318115,-0.6694319248199463,-2.824615478515625,-0.7905199527740479,-2.7178755,-0.90235615
66,2200.0,-3.0310399532318115,-0.6694319248199463,-2.767103672027588,-0.9217846393585205,-2.7225006,-0.90418184
67,2233.0,-3.0310399532318115,-0.6694319248199463,-2.6968677043914795,-0.8883059620857239,-2.7200255,-0.9026497
68,2267.0,-3.0310399532318115,-0.6694319248199463,-2.7556891441345215,-0.8203180432319641,-2.723376,-0.89491105
69,2300.0,-3.0310399532318115,-0.6694319248199463,-2.7097389698028564,-0.9026517868041992,-2.7220948,-0.89563835
70,2333.0,-3.0310399532318115,-0.6694319248199463,-2.5678908824920654,-0.9546182155609131,-2.7071896,-0.90133417
71,2367.0,-3.0310399532318115,-0.6694319248199463,-2.6306309700012207,-0.9510492086410522,-2.699993,-0.90600663
72,2400.0,-3.0310399532318115,-0.6694319248199463,-2.7799274921417236,-0.8379656672477722,-2.7075076,-0.89961135
73,2433.0,-3.0310399532318115,-0.6694319248199463,-2.750051975250244,-0.8248886466026306,-2.7116148,-0.8923957
74,2467.0,-3.0310399532318115,-0.6694319248199463,-2.8017454147338867,-0.7949974536895752,-2.720088,-0.88323927
75,2500.0,-3.0310399532318115,-0.6694319248199463,-2.7097859382629395,-1.0599720478057861,-2.7191203,-0.899871
76,2533.0,-3.0310399532318115,-0.6694319248199463,-2.6814017295837402,-0.858039379119873,-2.7154787,-0.8958324
77,2567.0,-3.0310399532318115,-0.6694319248199463,-2.6506199836730957,-0.8981714844703674,-2.7093823,-0.8960522
78,2600.0,-3.0310399532318115,-0.6694319248199463,-2.6888339519500732,-0.8712018132209778,-2.7074518,-0.8937174
79,2633.0,-3.0310399532318115,-0.6694319248199463,-2.8127026557922363,-0.8015785217285156,-2.7176194,-0.88481814
80,2667.0,-3.0310399532318115,-0.6694319248199463,-2.779214382171631,-0.7942630052566528,-2.7234082,-0.8763055
81,2700.0,-3.0310399532318115,-0.6694319248199463,-2.8955488204956055,-1.0203397274017334,-2.739603,-0.8898556
82,2733.0,-3.0310399532318115,-0.6694319248199463,-2.8041677474975586,-0.8300527334213257,-2.7458365,-0.8840812
83,2767.0,-3.0310399532318115,-0.6694319248199463,-2.6409249305725098,-0.9345303177833557,-2.7359698,-0.8888226
84,2800.0,-3.0310399532318115,-0.6694319248199463,-2.7251529693603516,-0.8957793712615967,-2.7349536,-0.8894761
85,2833.0,-3.0310399532318115,-0.6694319248199463,-2.7606844902038574,-0.8524602055549622,-2.7374372,-0.88590264
86,2867.0,-3.0310399532318115,-0.6694319248199463,-2.762627124786377,-0.8487266302108765,-2.7398038,-0.8824094
87,2900.0,-3.0310399532318115,-0.6694319248199463,-2.743196964263916,-0.8412032127380371,-2.7401226,-0.8785374
88,2933.0,-0.4000000059604645,-0.6694319248199463,-0.5032888054847717,-0.7603444457054138,-2.519732,-0.8671193
89,2967.0,-0.4000000059604645,-0.6694319248199463,-0.44585075974464417,-0.7290648221969604,-2.3214269,-0.85413635
90,3000.0,-0.4000000059604645,-0.6694319248199463,-0.3250574469566345,-0.7758512496948242,-2.1308978,-0.8467789
91,3033.0,-0.4000000059604645,-0.6694319248199463,-0.46861401200294495,-0.7366706132888794,-1.9685819,-0.83614445
92,3067.0,-0.4000000059604645,-0.6694319248199463,-0.47128263115882874,-0.9692560434341431,-1.826557,-0.8486674
93,3100.0,-0.4000000059604645,-0.6694319248199463,-0.4858289659023285,-0.7256035804748535,-1.6996125,-0.8370957
94,3133.0,-0.4000000059604645,-0.6694319248199463,-0.6911500096321106,-0.942111611366272,-1.6018387,-0.84724236
95,3167.0,-0.4000000059604645,-0.6694319248199463,-0.5703368186950684,-0.7552872896194458,-1.504462,-0.8385979
96,3200.0,-0.4000000059604645,-0.6694319248199463,-0.7106606960296631,-0.799302875995636,-1.4296875,-0.8349059
97,3233.0,-0.4000000059604645,-0.6694319248199463,-0.6653095483779907,-1.040666937828064,-1.355719,-0.85480416
98,3267.0,-0.4000000059604645,-0.6694319248199463,-0.9248737096786499,-0.8792721033096313,-1.3152407,-0.857103
99,3300.0,-0.4000000059604645,-0.6694319248199463,-0.759433388710022,-0.699519693851471,-1.2629577,-0.8422779
100,3333.0,-0.4000000059604645,-0.6694319248199463,-0.7007631063461304,-0.8427255153656006,-1.2086097,-0.8423211
101,3367.0,-0.4000000059604645,-0.6694319248199463,-0.9570973515510559,-0.8592833280563354,-1.1849605,-0.8439148
102,3400.0,-0.4000000059604645,-0.6694319248199463,-0.39750561118125916,-0.7069908380508423,-1.1106625,-0.8310369
103,3433.0,-0.4000000059604645,-0.6694319248199463,-0.7684240341186523,-0.8273518085479736,-1.0776283,-0.83068126
104,3467.0,-0.4000000059604645,-0.6694319248199463,-0.9431686401367188,-0.74118572473526,-1.0649791,-0.8222684
105,3500.0,-0.4000000059604645,-0.6694319248199463,-0.6371168494224548,-0.8574579358100891,-1.0247219,-0.82557553
106,3533.0,-0.4000000059604645,-0.6694319248199463,-0.49538782238960266,-0.771952748298645,-0.973501,-0.82039857
107,3567.0,-0.4000000059604645,-0.6694319248199463,-0.4926782548427582,-0.7315924167633057,-0.92823356,-0.8120507
108,3600.0,-0.4000000059604645,-0.6694319248199463,-0.5902984142303467,-0.7654278874397278,-0.89645994,-0.80767
109,3633.0,-0.4000000059604645,-0.6694319248199463,-0.7159191966056824,-0.7022742629051208,-0.87902975,-0.7974904
110,3667.0,-0.4000000059604645,-0.6694319248199463,-0.6159887313842773,-0.779975175857544,-0.8543061,-0.79584503
111,3700.0,-0.4000000059604645,-0.6694319248199463,-0.5725955963134766,-0.8170315027236938,-0.82781965,-0.79783595
112,3733.0,-0.4000000059604645,-0.6694319248199463,0.0021672621369361877,-0.8777022361755371,-0.7472303,-0.80555046
113,3767.0,-0.4000000059604645,-0.6694319248199463,-0.31674647331237793,-1.0216785669326782,-0.7067089,-0.8258949
114,3800.0,-0.4000000059604645,-0.6694319248199463,-0.6311955451965332,-1.0967096090316772,-0.69960684,-0.8513959
115,3833.0,-0.4000000059604645,-0.6694319248199463,-0.7942060828208923,-0.8789460062980652,-0.7087595,-0.8540547
116,3867.0,-0.4000000059604645,-0.6694319248199463,-0.953063428401947,-1.0103954076766968,-0.7317908,-0.8687583
117,3900.0,-0.4000000059604645,-0.6694319248199463,-0.9990224242210388,-0.805880606174469,-0.75697887,-0.8628465
118,3933.0,-0.4000000059604645,-0.6694319248199463,-0.6024437546730042,-0.9038066267967224,-0.74205196,-0.8668
119,3967.0,-0.4000000059604645,-0.6694319248199463,-0.7931325435638428,-1.3039500713348389,-0.7468552,-0.9080237
120,4000.0,-0.4000000059604645,-0.6694319248199463,-0.7704157829284668,-0.76421719789505,-0.7490698,-0.89449036
121,4033.0,-0.4000000059604645,-0.6694319248199463,-0.6831718683242798,-0.8588771224021912,-0.7427085,-0.8910513
122,4067.0,-0.4000000059604645,-0.6694319248199463,-0.7907650470733643,-0.8750333189964294,-0.74722624,-0.8895461
123,4100.0,-0.4000000059604645,-0.6694319248199463,-0.7311378717422485,-0.7434214949607849,-0.74571484,-0.8757987
124,4133.0,-0.4000000059604645,-0.6694319248199463,-0.8298961520195007,-0.819013774394989,-0.75384694,-0.8703155
125,4167.0,-0.4000000059604645,-0.6694319248199463,-0.6028432250022888,-0.7646941542625427,-0.73964393,-0.8603842
126,4200.0,-0.4000000059604645,-0.6694319248199463,-0.8080384731292725,-0.7985302209854126,-0.74607396,-0.8545711
127,4233.0,-0.4000000059604645,-0.6694319248199463,-0.9079921245574951,-0.7980821132659912,-0.76172554,-0.84911734
128,4267.0,-0.4000000059604645,-0.6694319248199463,-0.7474012970924377,-0.9648959040641785,-0.7603798,-0.8600063
129,4300.0,-0.4000000059604645,-0.6694319248199463,-0.6323198676109314,-0.9212875366210938,-0.74833596,-0.86576617
130,4333.0,-0.4000000059604645,-0.6694319248199463,-0.5791891813278198,-0.7800823450088501,-0.7319879,-0.8574904
131,4367.0,-0.4000000059604645,-0.6694319248199463,-0.5095943212509155,-0.8399075269699097,-0.71105784,-0.8558386
132,4400.0,-0.4000000059604645,-0.6694319248199463,-0.5306456685066223,-0.8720858097076416,-0.6940877,-0.857365
133,4433.0,-0.4000000059604645,-0.6694319248199463,-0.592585563659668,-0.8416984677314758,-0.6842868,-0.8558529
134,4467.0,-0.4000000059604645,-0.6694319248199463,-0.4523187577724457,-0.8431472182273865,-0.66245824,-0.8546593
135,4500.0,-0.4000000059604645,-0.6694319248199463,-0.42069923877716064,-0.8829081058502197,-0.6397086,-0.85731363
136,4533.0,-0.4000000059604645,-0.6694319248199463,-0.6249552965164185,-0.7598084807395935,-0.63828415,-0.8478953
137,4567.0,-0.4000000059604645,-0.6694319248199463,-0.72701495885849,-0.7595980167388916,-0.64663017,-0.83959496
138,4600.0,-0.4000000059604645,-0.6694319248199463,-0.7376179695129395,-0.8470339775085449,-0.65518737,-0.8402939
139,4633.0,-0.4000000059604645,-0.6694319248199463,-0.6477227210998535,-0.823146641254425,-0.65446687,-0.83863896
140,4667.0,-0.4000000059604645,-0.6694319248199463,-0.5515379905700684,-0.7894036769866943,-0.64479077,-0.8340124
141,4700.0,-0.4000000059604645,-0.6694319248199463,-0.7677420377731323,-0.8084773421287537,-0.65635616,-0.8316135
142,4733.0,-0.4000000059604645,-0.6694319248199463,-0.5246015787124634,-0.7951565384864807,-0.6436267,-0.82809436
143,4767.0,-0.4000000059604645,-0.6694319248199463,-0.5876104235649109,-0.9064832925796509,-0.63836306,-0.8354641
144,4800.0,-0.4000000059604645,-0.6694319248199463,-0.6331855654716492,-0.9425764083862305,-0.63787663,-0.84553623
145,4833.0,-0.4000000059604645,-0.6694319248199463,-0.8231877088546753,-0.787638247013092,-0.65579414,-0.8399455
146,4867.0,-0.4000000059604645,-0.6694319248199463,-0.5504812002182007,-0.8657535910606384,-0.6458918,-0.8423704
147,4900.0,-0.4000000059604645,-0.6694319248199463,-0.6939069628715515,-0.8402735590934753,-0.65040445,-0.84217346
148,4933.0,-0.4000000059604645,-0.6694319248199463,-0.7720688581466675,-0.91248619556427,-0.66215944,-0.84896344
149,4967.0,-0.4000000059604645,-0.6694319248199463,-0.7064944505691528,-0.8419938087463379,-0.6663255,-0.8483087
