,gt_ms,x_gt,y_gt,x_pre,y_pre,x_filtered,y_filtered
0,0.0,-3.0310399532318115,-0.6694319248199463,-2.4143052101135254,-2.6455650329589844,-2.495215,-3.1058092
1,33.0,-3.0310399532318115,-0.6694319248199463,-1.9517103433609009,-4.733343124389648,-2.495215,-3.3078425
2,67.0,-3.0310399532318115,-0.6694319248199463,-2.55002498626709,-3.3460958003997803,-2.495215,-3.3078425
3,100.0,-3.0310399532318115,-0.6694319248199463,-2.3475425243377686,-4.414034843444824,-2.495215,-3.3460958
4,133.0,-3.0310399532318115,-0.6694319248199463,-2.2550249099731445,-4.043331623077393,-2.495215,-3.3460958
5,167.0,-3.0310399532318115,-0.6694319248199463,-2.2232537269592285,-4.058590888977051,-2.3475425,-4.0433316
6,200.0,-3.0310399532318115,-0.6694319248199463,-2.0457725524902344,-4.6439008712768555,-2.255025,-4.0433316
7,233.0,-3.0310399532318115,-0.6694319248199463,-2.572629928588867,-3.799541711807251,-2.3475425,-4.0433316
8,267.0,-3.0310399532318115,-0.6694319248199463,-2.5291569232940674,-4.339380741119385,-2.3475425,-4.0433316
9,300.0,-3.0310399532318115,-0.6694319248199463,-2.5893735885620117,-4.233242034912109,-2.529157,-4.0433316
10,333.0,-3.0310399532318115,-0.6694319248199463,-2.1091508865356445,-4.583756446838379,-2.3475425,-4.233242
11,367.0,-3.0310399532318115,-0.6694319248199463,-1.6246532201766968,-3.5828354358673096,-2.3475425,-4.0433316
12,400.0,-3.0310399532318115,-0.6694319248199463,-2.1482467651367188,-2.464400291442871,-2.1482468,-4.0433316
13,433.0,-3.0310399532318115,-0.6694319248199463,-1.8763762712478638,-3.0524654388427734,-2.1482468,-3.5828354
14,467.0,-3.0310399532318115,-0.6694319248199463,-1.2721511125564575,-3.4292051792144775,-2.1482468,-3.4292052
15,500.0,-3.0310399532318115,-0.6694319248199463,-1.8064554929733276,-2.684425115585327,-1.8763763,-3.4292052
16,533.0,-3.0310399532318115,-0.6694319248199463,-1.6969298124313354,-3.162688732147217,-1.8064555,-3.4292052
17,567.0,-3.0310399532318115,-0.6694319248199463,1.6883306503295898,-2.0938925743103027,-1.8064555,-3.1626887
18,600.0,-3.0310399532318115,-0.6694319248199463,0.5405766367912292,-4.762395858764648,-1.6969298,-3.4292052
19,633.0,-3.0310399532318115,-0.6694319248199463,-1.387994647026062,-2.41313099861145,-1.3879946,-3.1626887
20,667.0,-3.0310399532318115,-0.6694319248199463,-1.9625694751739502,-2.982076406478882,-1.6969298,-3.1626887
21,700.0,-3.0310399532318115,-0.6694319248199463,-1.923948884010315,-2.8892252445220947,-1.6969298,-2.9820764
22,733.0,-3.0310399532318115,-0.6694319248199463,1.8646732568740845,-2.8161652088165283,-1.6969298,-2.9820764
23,767.0,-3.0310399532318115,-0.6694319248199463,0.769359290599823,-5.300142288208008,-1.6969298,-2.9820764
24,800.0,-3.0310399532318115,-0.6694319248199463,-1.9101418256759644,-3.542797803878784,-1.6969298,-2.9820764
25,833.0,-3.0310399532318115,-0.6694319248199463,-2.0048575401306152,-4.01792573928833,-1.6969298,-3.5427978
26,867.0,-3.0310399532318115,-0.6694319248199463,1.6932581663131714,-1.9561790227890015,-1.6969298,-2.9820764
27,900.0,-3.0310399532318115,-0.6694319248199463,-2.3744935989379883,-4.231470108032227,-1.6969298,-3.5427978
28,933.0,-3.0310399532318115,-0.6694319248199463,-2.181633472442627,-2.7103512287139893,-1.6969298,-2.9820764
29,967.0,-3.0310399532318115,-0.6694319248199463,-1.040375828742981,-3.623941659927368,-1.6969298,-3.5427978
30,1000.0,-3.0310399532318115,-0.6694319248199463,1.7888046503067017,-2.1956088542938232,-1.6969298,-2.9820764
31,1033.0,-3.0310399532318115,-0.6694319248199463,1.7922451496124268,-1.8018666505813599,-1.0403758,-2.9820764
